iter	Passed	Remaining
158	394	2084
159	399	2096
160	402	2097
161	404	2093
162	408	2098
163	410	2094
164	416	2108
165	421	2118
166	424	2115
167	425	2106
168	426	2098
169	428	2092
170	430	2085
171	432	2079
172	433	2074
173	436	2070
174	438	2065
175	441	2066
176	444	2065
177	445	2059
178	448	2054
179	449	2049
180	455	2062
181	457	2058
182	459	2049
183	461	2045
184	462	2039
185	466	2042
186	470	2046
187	473	2045
188	476	2044
189	481	2053
190	486	2060
191	489	2060
192	496	2075
193	498	2070
194	501	2070
195	503	2065
196	505	2061
197	507	2057
198	509	2049
199	511	2044
200	512	2039
201	514	2034
202	519	2040
203	524	2046
204	530	2055
205	532	2051
206	533	2044
207	536	2041
208	537	2034
209	538	2027
210	540	2022
211	542	2017
212	544	2012
213	546	2005
214	548	2001
215	550	1998
216	552	1993
217	554	1988
218	555	1982
219	556	1974
220	559	1970
221	562	1970
222	565	1969
223	566	1962
224	568	1956
225	569	1950
226	570	1943
227	572	1939
228	574	1933
229	576	1930
230	578	1927
231	581	1925
232	583	1921
233	585	1917
234	587	1912
235	589	1908
236	591	1904
237	593	1899
238	595	1895
239	597	1891
240	599	1887
241	600	1880
242	602	1877
243	604	1872
244	606	1868
245	608	1863
246	610	1860
247	611	1854
248	613	1849
249	614	1842
250	616	1839
251	618	1836
252	620	1833
253	622	1828
254	624	1824
255	626	1821
256	628	1816
257	630	1812
258	631	1807
259	633	1803
260	635	1798
261	636	1792
262	638	1789
263	641	1788
264	643	1786
265	645	1782
266	647	1778
267	649	1774
268	651	1769
269	653	1766
270	655	1762
271	656	1757
272	658	1754
273	659	1748
274	661	1744
275	663	1739
276	664	1735
277	666	1731
278	668	1727
279	670	1723
280	672	1720
281	674	1716
282	676	1713
283	678	1710
284	680	1707
285	682	1704
286	683	1698
287	685	1695
288	687	1692
289	689	1689
290	691	1685
291	693	1680
292	695	1677
293	697	1673
294	698	1668
295	700	1665
296	702	1662
297	704	1659
298	706	1655
299	708	1652
300	710	1649
301	712	1646
302	713	1641
303	715	1637
304	716	1632
305	718	1629
306	719	1625
307	721	1620
308	723	1617
309	725	1614
310	727	1611
311	729	1608
312	731	1605
313	732	1600
314	734	1597
315	736	1594
316	739	1593
317	741	1589
318	744	1589
319	747	1588
320	750	1588
321	752	1585
322	754	1581
323	756	1578
324	758	1574
325	760	1571
326	762	1568
327	764	1565
328	766	1562
329	767	1558
330	769	1555
331	772	1553
332	773	1549
333	774	1544
334	776	1541
335	778	1538
336	780	1535
337	782	1533
338	784	1528
339	785	1525
340	787	1522
341	789	1518
342	791	1515
343	793	1513
344	794	1509
345	796	1505
346	798	1502
347	800	1499
348	802	1496
349	804	1493
350	806	1490
351	808	1487
352	809	1483
353	813	1483
354	814	1479
355	816	1477
356	818	1474
357	820	1471
358	822	1468
359	824	1465
360	826	1462
361	827	1458
362	829	1456
363	831	1452
364	833	1449
365	834	1446
366	836	1443
367	838	1440
368	840	1437
369	842	1434
370	844	1431
371	846	1429
372	847	1425
373	849	1422
374	851	1418
375	852	1414
376	854	1411
377	855	1408
378	857	1404
379	858	1401
380	860	1397
381	862	1394
382	863	1391
383	865	1388
384	867	1385
385	868	1382
386	870	1378
387	872	1375
388	873	1372
389	875	1369
390	877	1366
391	879	1363
392	880	1360
393	882	1357
394	884	1355
395	886	1352
396	888	1349
397	890	1347
398	891	1343
399	893	1340
400	896	1338
401	897	1335
402	899	1333
403	902	1331
404	903	1327
405	905	1325
406	907	1322
407	911	1322
408	912	1318
409	913	1314
410	916	1312
411	917	1309
412	919	1306
413	921	1304
414	923	1302
415	924	1298
416	926	1295
417	928	1292
418	930	1289
419	931	1286
420	933	1283
421	935	1280
422	938	1279
423	939	1276
424	941	1274
425	943	1271
426	945	1268
427	947	1265
428	949	1263
429	950	1260
430	953	1258
431	954	1255
432	956	1253
433	958	1250
434	962	1249
435	964	1247
436	966	1244
437	968	1242
438	970	1240
439	972	1237
440	973	1233
441	975	1231
442	976	1227
443	977	1224
444	979	1222
445	981	1219
446	984	1217
447	986	1215
448	988	1212
449	989	1209
450	991	1206
451	992	1203
452	994	1201
453	996	1198
454	998	1195
455	1000	1193
456	1003	1192
457	1005	1190
458	1007	1187
459	1009	1185
460	1011	1182
461	1013	1180
462	1015	1178
463	1017	1174
464	1019	1172
465	1021	1170
466	1022	1167
467	1024	1164
468	1026	1162
469	1027	1159
470	1029	1155
471	1031	1153
472	1032	1150
473	1034	1147
474	1035	1145
475	1037	1142
476	1039	1139
477	1041	1137
478	1043	1134
479	1046	1133
480	1049	1132
481	1052	1130
482	1054	1128
483	1056	1126
484	1058	1123
485	1060	1121
486	1062	1119
487	1064	1116
488	1066	1114
489	1068	1112
490	1069	1109
491	1071	1106
492	1073	1103
493	1075	1101
494	1077	1098
495	1078	1095
496	1080	1093
497	1082	1091
498	1084	1088
499	1086	1086
500	1087	1083
501	1089	1080
502	1091	1078
503	1094	1076
504	1096	1074
505	1098	1072
506	1099	1069
507	1101	1067
508	1103	1064
509	1105	1062
510	1107	1060
511	1113	1061
512	1115	1059
513	1117	1056
514	1120	1054
515	1122	1052
516	1124	1050
517	1126	1048
518	1128	1046
519	1131	1044
520	1133	1042
521	1135	1039
522	1137	1037
523	1139	1034
524	1141	1032
525	1143	1030
526	1145	1027
527	1146	1025
528	1148	1022
529	1150	1020
530	1153	1018
531	1155	1016
532	1157	1014
533	1159	1011
534	1161	1009
535	1162	1006
536	1164	1004
537	1166	1001
538	1168	999
539	1170	997
540	1173	995
541	1174	992
542	1176	989
543	1178	987
544	1180	985
545	1182	983
546	1184	980
547	1186	978
548	1187	975
549	1189	973
550	1192	971
551	1194	969
552	1196	967
553	1197	964
554	1199	961
555	1201	959
556	1203	957
557	1205	954
558	1207	952
559	1208	949
560	1210	947
561	1212	944
562	1215	943
563	1216	940
564	1218	938
565	1220	936
566	1222	933
567	1224	931
568	1226	928
569	1228	926
570	1230	924
571	1232	922
572	1234	919
573	1236	917
574	1238	915
575	1239	912
576	1241	910
577	1244	908
578	1245	905
579	1247	903
580	1249	900
581	1251	898
582	1252	896
583	1253	893
584	1256	891
585	1257	888
586	1259	885
587	1261	883
588	1263	881
589	1264	878
590	1266	876
591	1267	873
592	1268	870
593	1270	868
594	1271	865
595	1273	863
596	1275	861
597	1277	858
598	1278	856
599	1281	854
600	1283	852
601	1284	849
602	1286	847
603	1288	844
604	1290	842
605	1292	840
606	1294	838
607	1296	835
608	1298	833
609	1299	830
610	1301	828
611	1303	826
612	1305	824
613	1307	821
614	1309	819
615	1311	817
616	1313	815
617	1315	813
618	1316	810
619	1319	808
620	1321	806
621	1323	804
622	1325	802
623	1327	800
624	1329	797
625	1331	795
626	1333	793
627	1335	791
628	1338	789
629	1340	787
630	1341	784
631	1344	782
632	1346	780
633	1350	779
634	1352	777
635	1354	775
636	1355	772
637	1357	770
638	1359	768
639	1360	765
640	1363	763
641	1364	761
642	1366	758
643	1369	756
644	1371	754
645	1373	752
646	1375	750
647	1376	747
648	1378	745
649	1380	743
650	1383	741
651	1385	739
652	1387	737
653	1389	735
654	1391	732
655	1393	730
656	1395	728
657	1396	726
658	1398	723
659	1400	721
660	1401	718
661	1403	716
662	1405	714
663	1407	712
664	1409	710
665	1411	707
666	1413	705
667	1415	703
668	1417	701
669	1419	699
670	1421	697
671	1423	694
672	1425	692
673	1427	690
674	1429	688
675	1431	685
676	1433	683
677	1434	681
678	1436	679
679	1438	676
680	1440	674
681	1442	672
682	1443	670
683	1450	670
684	1453	668
685	1457	667
686	1460	665
687	1463	663
688	1468	662
689	1470	660
690	1472	658
691	1473	656
692	1476	653
693	1478	651
694	1479	649
695	1481	647
696	1483	645
697	1485	642
698	1487	640
699	1489	638
700	1491	636
701	1493	633
702	1495	631
703	1496	629
704	1498	627
705	1500	625
706	1502	622
707	1504	620
708	1506	618
709	1508	615
710	1509	613
711	1511	611
712	1513	609
713	1515	606
714	1517	604
715	1521	603
716	1523	601
717	1524	598
718	1527	596
719	1529	594
720	1531	592
721	1532	590
722	1534	588
723	1537	586
724	1539	584
725	1541	581
726	1543	579
727	1545	577
728	1547	575
729	1548	572
730	1550	570
731	1552	568
732	1555	566
733	1557	564
734	1559	562
735	1560	559
736	1562	557
737	1565	555
738	1567	553
739	1570	551
740	1572	549
741	1574	547
742	1577	545
743	1578	543
744	1580	540
745	1582	538
746	1584	536
747	1587	534
748	1589	532
749	1591	530
750	1593	528
751	1595	526
752	1597	524
753	1599	521
754	1601	519
755	1603	517
756	1605	515
757	1607	513
758	1609	511
759	1611	509
760	1614	506
761	1615	504
762	1618	502
763	1620	500
764	1621	498
765	1622	495
766	1624	493
767	1626	491
768	1628	489
769	1630	487
770	1632	484
771	1634	482
772	1637	480
773	1639	478
774	1641	476
775	1643	474
776	1645	472
777	1647	470
778	1649	467
779	1651	465
780	1653	463
781	1655	461
782	1657	459
783	1659	457
784	1661	455
785	1663	452
786	1664	450
787	1666	448
788	1668	446
789	1670	444
790	1673	442
791	1674	439
792	1676	437
793	1678	435
794	1680	433
795	1682	431
796	1684	428
797	1686	426
798	1688	424
799	1690	422
800	1691	420
801	1693	417
802	1695	415
803	1696	413
804	1698	411
805	1700	409
806	1702	407
807	1705	405
808	1707	403
809	1708	400
810	1710	398
811	1712	396
812	1714	394
813	1717	392
814	1722	391
815	1725	389
816	1727	386
817	1732	385
818	1734	383
819	1736	381
820	1739	379
821	1746	378
822	1751	376
823	1756	375
824	1759	373
825	1762	371
826	1770	370
827	1773	368
828	1775	366
829	1782	365
830	1785	363
831	1788	361
832	1794	359
833	1796	357
834	1798	355
835	1800	353
836	1802	351
837	1805	349
838	1809	347
839	1814	345
840	1817	343
841	1821	341
842	1826	340
843	1829	338
844	1832	336
845	1839	334
846	1843	332
847	1846	330
848	1848	328
849	1853	327
850	1855	324
851	1857	322
852	1859	320
853	1861	318
854	1863	316
855	1865	313
856	1868	311
857	1870	309
858	1872	307
859	1874	305
860	1876	302
861	1878	300
862	1880	298
863	1882	296
864	1884	294
865	1886	291
866	1888	289
867	1890	287
868	1892	285
869	1894	283
870	1896	280
871	1898	278
872	1900	276
873	1902	274
874	1904	272
875	1906	269
876	1910	267
877	1912	265
878	1914	263
879	1916	261
880	1918	259
881	1921	257
882	1923	254
883	1925	252
884	1927	250
885	1929	248
886	1931	246
887	1934	243
888	1936	241
889	1938	239
890	1940	237
891	1942	235
892	1944	233
893	1946	230
894	1948	228
895	1950	226
896	1952	224
897	1954	222
898	1956	219
899	1959	217
900	1962	215
901	1964	213
902	1966	211
903	1968	209
904	1970	206
905	1972	204
906	1974	202
907	1976	200
908	1978	198
909	1980	195
910	1982	193
911	1984	191
912	1985	189
913	1987	187
914	1989	184
915	1991	182
916	1993	180
917	1995	178
918	1997	176
919	1999	173
920	2001	171
921	2004	169
922	2006	167
923	2008	165
924	2010	163
925	2013	160
926	2016	158
927	2020	156
928	2023	154
929	2025	152
930	2027	150
931	2029	148
932	2031	145
933	2033	143
934	2035	141
935	2037	139
936	2039	137
937	2041	134
938	2043	132
939	2045	130
940	2047	128
941	2049	126
942	2051	124
943	2053	121
944	2055	119
945	2057	117
946	2060	115
947	2062	113
948	2064	110
949	2066	108
950	2068	106
951	2070	104
952	2072	102
953	2074	100
954	2076	97
955	2078	95
956	2080	93
957	2082	91
958	2084	89
959	2086	86
960	2089	84
961	2091	82
962	2093	80
963	2096	78
964	2098	76
965	2100	73
966	2102	71
967	2104	69
968	2107	67
969	2109	65
970	2111	63
971	2113	60
972	2115	58
973	2118	56
974	2121	54
975	2123	52
976	2125	50
977	2127	47
978	2129	45
979	2131	43
980	2133	41
981	2135	39
982	2137	36
983	2139	34
984	2141	32
985	2143	30
986	2145	28
987	2147	26
988	2150	23
989	2152	21
990	2154	19
991	2155	17
992	2158	15
993	2160	13
994	2163	10
995	2165	8
996	2167	6
997	2169	4
998	2174	2
999	2176	0
